time,amplitude,log_abs_amplitude
0,0.05000000000000002,-2.99573227355399
1,0.04991974544453661,-2.997338654202063
2,0.04987159271125868,-2.998303722672034
3,0.04981714327678206,-2.999396111683723
4,0.04976400264784055,-3.000463394721941
5,0.04971067426518406,-3.001535594992811
6,0.04965745051552115,-3.00260683901337
7,0.0496042745958458,-3.003678267596797
8,0.04955115737066433,-3.004749660846951
9,0.04949809669259392,-3.005821060801406
10,0.0494450928955658,-3.006892459496334
11,0.04939214584476998,-3.007963858425228
12,0.049339255493126,-3.009035257311229
13,0.04928642177741886,-3.01010665620497
14,0.04923364463745077,-3.011178055097342
15,0.04918092401255979,-3.012249453989952
16,0.04912825984224179,-3.013320852882522
17,0.04907565206604161,-3.014392251775097
18,0.0490231006235713,-3.015463650667671
19,0.04897060545450722,-3.016535049560245
20,0.04891816649859043,-3.017606448452819
21,0.04886578369562639,-3.018677847345395
22,0.04881345698548528,-3.019749246237968
23,0.04876118630810129,-3.020820645130544
24,0.04870897160347336,-3.021892044023117
25,0.04865681281166424,-3.022963442915692
26,0.04860470987280113,-3.024034841808267
27,0.04855266272707543,-3.02510624070084
28,0.04850067131474228,-3.026177639593415
29,0.04844873557612102,-3.02724903848599
30,0.04839685545159485,-3.028320437378564
31,0.04834503088161085,-3.029391836271138
32,0.04829326180667965,-3.030463235163714
33,0.04824154816737592,-3.031534634056288
34,0.04818988990433779,-3.032606032948862
35,0.04813828695826688,-3.033677431841436
36,0.04808673926992845,-3.03474883073401
37,0.04803524678015104,-3.035820229626585
38,0.04798380942982676,-3.036891628519158
39,0.04793242715991081,-3.037963027411732
40,0.04788109991142171,-3.039034426304307
41,0.04782982762544118,-3.040105825196882
42,0.04777861024311398,-3.041177224089456
43,0.04772744770564791,-3.042248622982029
44,0.04767633995431362,-3.043320021874604
45,0.04762528693044482,-3.044391420767178
46,0.047574288575438,-3.045462819659751
47,0.04752334483075231,-3.046534218552325
48,0.04747245563790956,-3.0476056174449
49,0.04742162093849434,-3.048677016337475
50,0.04737084067415378,-3.04974841523005
51,0.04732011478659737,-3.050819814122624
52,0.04726944321759709,-3.051891213015199
53,0.04721882590898735,-3.052962611907772
54,0.04716826280266461,-3.054034010800347
55,0.0471177538405878,-3.055105409692921
56,0.04706729896477785,-3.056176808585495
57,0.0470168981173178,-3.05724820747807
58,0.04696655124035282,-3.058319606370644
59,0.04691625827608988,-3.059391005263219
60,0.04686601916679798,-3.060462404155793
61,0.04681583385480784,-3.061533803048366
62,0.04676570228251186,-3.06260520194094
63,0.04671562439236431,-3.063676600833514
64,0.04666560012688097,-3.064747999726088
65,0.04661562942863913,-3.065819398618664
66,0.04656571224027777,-3.066890797511238
67,0.04651584850449712,-3.067962196403812
68,0.04646603816405875,-3.069033595296387
69,0.04641628116178566,-3.070104994188962
70,0.04636657744056209,-3.071176393081534
71,0.04631692694333307,-3.072247791974111
72,0.04626732961310531,-3.073319190866684
73,0.04621778539294602,-3.074390589759259
74,0.04616829422598377,-3.075461988651833
75,0.04611885605540775,-3.076533387544407
76,0.04606947082446808,-3.077604786436983
77,0.04602013847647586,-3.078676185329556
78,0.04597085895480248,-3.079747584222131
79,0.04592163220288036,-3.080818983114704
80,0.0458724581642021,-3.08189038200728
81,0.04582333678232129,-3.082961780899853
82,0.0457742680008515,-3.084033179792428
83,0.04572525176346699,-3.085104578685002
84,0.04567628801390217,-3.086175977577578
85,0.0456273766959519,-3.087247376470152
86,0.04557851775347094,-3.088318775362727
87,0.04552971113037445,-3.0893901742553
88,0.04548095677063734,-3.090461573147875
89,0.04543225461829483,-3.09153297204045
90,0.04538360461744192,-3.092604370933024
91,0.04533500671223342,-3.093675769825599
92,0.04528646084688413,-3.094747168718173
93,0.04523796696566832,-3.095818567610746
94,0.0451895250129201,-3.096889966503321
95,0.04514113493303322,-3.097961365395895
96,0.04509279667046085,-3.099032764288469
97,0.04504451016971569,-3.100104163181045
98,0.04499627537537002,-3.101175562073618
99,0.04494809223205511,-3.102246960966194
100,0.04489996068446198,-3.103318359858767
101,0.04485188067734037,-3.104389758751342
102,0.04480385215549965,-3.105461157643917
103,0.04475587506380802,-3.106532556536492
104,0.04470794934719276,-3.107603955429067
105,0.04466007495064026,-3.108675354321639
106,0.04461225181919545,-3.109746753214216
107,0.04456447989796267,-3.11081815210679
108,0.04451675913210453,-3.111889550999365
109,0.04446908946684269,-3.112960949891939
110,0.04442147084745728,-3.114032348784512
111,0.04437390321928712,-3.115103747677086
112,0.04432638652772946,-3.116175146569661
113,0.04427892071824014,-3.117246545462236
114,0.04423150573633345,-3.118317944354809
115,0.04418414152758181,-3.119389343247384
116,0.04413682803761613,-3.120460742139957
117,0.04408956521212539,-3.121532141032532
118,0.04404235299685679,-3.122603539925107
119,0.04399519133761575,-3.123674938817681
120,0.04394808018026548,-3.124746337710256
121,0.04390101947072737,-3.125817736602829
122,0.04385400915498059,-3.126889135495404
