time,amplitude,log_abs_amplitude
0,0.05000000000000002,-2.99573227355399
1,0.04991974544453661,-2.997338654202063
2,0.04983961970494673,-2.998945034850134
3,0.04975962257446903,-3.000551415498205
4,0.04967975384667423,-3.002157796146277
5,0.04960001331546435,-3.003764176794349
6,0.0495204007750721,-3.005370557442421
7,0.04944091602006068,-3.006976938090493
8,0.04936155884532284,-3.008583318738564
9,0.0492823290460806,-3.010189699386637
10,0.04920322641788475,-3.011796080034708
11,0.04912425075661409,-3.01340246068278
12,0.04904540185847518,-3.015008841330853
13,0.04896667952000172,-3.016615221978924
14,0.04888808353805383,-3.018221602626995
15,0.04880961370981773,-3.019827983275067
16,0.04873126983280531,-3.021434363923139
17,0.04865305170485337,-3.023040744571211
18,0.04857495912412315,-3.024647125219283
19,0.04849699188910001,-3.026253505867354
20,0.04841914979859258,-3.027859886515426
21,0.04834143265173256,-3.029466267163498
22,0.04826384024797402,-3.031072647811569
23,0.0481863723870928,-3.032679028459643
24,0.04810902886918648,-3.034285409107713
25,0.04803180949467301,-3.035891789755786
26,0.04795471406429106,-3.037498170403858
27,0.04787774237909902,-3.039104551051929
28,0.04780089424047446,-3.040710931700002
29,0.04772416945011405,-3.042317312348073
30,0.04764756781003252,-3.043923692996144
31,0.0475710891225624,-3.045530073644216
32,0.04749473319035362,-3.047136454292287
33,0.0474184998163727,-3.04874283494036
34,0.04734238880390262,-3.050349215588432
35,0.04726639995654199,-3.051955596236504
36,0.04719053307820469,-3.053561976884575
37,0.04711478797311924,-3.055168357532647
38,0.04703916444582855,-3.056774738180719
39,0.04696366230118915,-3.058381118828791
40,0.0468882813443709,-3.059987499476862
41,0.04681302138085618,-3.061593880124934
42,0.04673788221643986,-3.063200260773005
43,0.04666286365722818,-3.064806641421078
44,0.04658796550963905,-3.066413022069149
45,0.04651318758040059,-3.068019402717222
46,0.04643852967655164,-3.069625783365293
47,0.04636399160544034,-3.071232164013365
48,0.0462895731747243,-3.072838544661436
49,0.04621527419236979,-3.074444925309507
50,0.04614109446665123,-3.076051305957579
51,0.0460670338061509,-3.077657686605652
52,0.04599309201975828,-3.079264067253724
53,0.04591926891666965,-3.080870447901796
54,0.04584556430638739,-3.082476828549868
55,0.04577197799871986,-3.08408320919794
56,0.04569850980378054,-3.085689589846011
57,0.04562515953198772,-3.087295970494083
58,0.045551926994064,-3.088902351142155
59,0.04547881200103585,-3.090508731790226
60,0.04540581436423292,-3.092115112438298
61,0.04533293389528784,-3.093721493086369
62,0.04526017040613548,-3.095327873734441
63,0.04518752370901263,-3.096934254382514
64,0.04511499361645744,-3.098540635030586
65,0.045042579941309,-3.100147015678658
66,0.04497028249670672,-3.10175339632673
67,0.04489810109609004,-3.103359776974801
68,0.04482603555319774,-3.104966157622872
69,0.04475408568206762,-3.106572538270943
70,0.0446822512970359,-3.108178918919015
71,0.04461053221273697,-3.109785299567087
72,0.0445389282441026,-3.111391680215159
73,0.04446743920636169,-3.11299806086323
74,0.04439606491503965,-3.114604441511303
75,0.04432480518595801,-3.116210822159375
76,0.04425365983523403,-3.117817202807446
77,0.04418262867927992,-3.119423583455518
78,0.04411171153480272,-3.12102996410359
79,0.0440409082188036,-3.122636344751663
80,0.04397021854857753,-3.124242725399735
81,0.04389964234171264,-3.125849106047807
82,0.04382917941608994,-3.127455486695878
83,0.04375882958988273,-3.129061867343949
84,0.043688592681556,-3.130668247992022
85,0.0436184685098664,-3.132274628640094
86,0.04354845689386132,-3.133881009288166
87,0.04347855765287867,-3.135487389936237
88,0.04340877060654625,-3.137093770584309
89,0.04333909557478143,-3.138700151232381
90,0.04326953237779067,-3.140306531880453
91,0.04320008083606885,-3.141912912528526
92,0.04313074077039928,-3.143519293176596
93,0.04306151200185255,-3.145125673824669
94,0.04299239435178672,-3.146732054472742
95,0.04292338764184658,-3.148338435120812
96,0.04285449169396296,-3.149944815768885
97,0.04278570633035274,-3.151551196416958
98,0.04271703137351818,-3.153157577065029
99,0.04264846664624627,-3.1547639577131
100,0.04258001197160844,-3.156370338361173
101,0.04251166717296032,-3.157976719009244
102,0.04244343207394085,-3.159583099657316
103,0.04237530649847219,-3.161189480305387
104,0.042307290270759,-3.162795860953459
105,0.04223938321528815,-3.164402241601532
106,0.04217158515682835,-3.166008622249604
107,0.04210389592042942,-3.167615002897675
108,0.04203631533142204,-3.169221383545746
109,0.04196884321541721,-3.170827764193817
110,0.0419014793983059,-3.172434144841889
111,0.04183422370625853,-3.17404052548996
112,0.04176707596572448,-3.175646906138033
113,0.0417000360034318,-3.177253286786104
114,0.04163310364638654,-3.178859667434176
115,0.04156627872187248,-3.180466048082248
116,0.04149956105745068,-3.18207242873032
117,0.04143295048095882,-3.183678809378392
118,0.04136644682051113,-3.185285190026464
119,0.04130004990449753,-3.186891570674535
120,0.04123375956158349,-3.188497951322608
121,0.0411675756207095,-3.19010433197068
122,0.04110149791109061,-3.191710712618751
