time,amplitude,log_abs_amplitude
0,0.05000000000000002,-2.99573227355399
1,0.04991974544453661,-2.997338654202063
2,0.04977567369232292,-3.000228894370625
3,0.04960664514303621,-3.00363047956707
4,0.04942817632993296,-3.007234646336729
5,0.04924642174798487,-3.010918568866783
6,0.04906380544035899,-3.014633676091904
7,0.04888127468008818,-3.018360886715604
8,0.04869919603915777,-3.022092757466044
9,0.04851770933098505,-3.025826406841342
10,0.04833686647196471,-3.029560728481345
11,0.0481566855769846,-3.033295301425752
12,0.04797717187601737,-3.037029967117402
13,0.04779832573696472,-3.040764666521498
14,0.0476201457160186,-3.044499377952911
15,0.04744262970616282,-3.048234093574281
16,0.047265775364828,-3.051968810609533
17,0.04708958027109087,-3.055703528100633
18,0.04691404198256904,-3.059438245728509
19,0.04673915805561715,-3.063172963392308
20,0.04656492605231178,-3.066907681062783
21,0.04639134354277632,-3.0706423987328
22,0.04621840810590457,-3.074377116401368
23,0.04604611732955276,-3.078111834068848
24,0.04587446881056516,-3.081846551735691
25,0.04570346015475131,-3.085581269402199
26,0.04553308897685208,-3.089315987068541
27,0.0453633529005036,-3.093050704734805
28,0.04519424955820275,-3.096785422401033
29,0.04502577659127286,-3.100520140067244
30,0.04485793164983024,-3.104254857733448
31,0.04469071239275128,-3.107989575399648
32,0.04452411648763952,-3.111724293065848
33,0.04435814161079323,-3.115459010732048
34,0.04419278544717301,-3.119193728398245
35,0.04402804569036901,-3.122928446064444
36,0.04386392004256937,-3.126663163730643
37,0.04370040621452789,-3.130397881396842
38,0.04353750192553212,-3.134132599063039
39,0.04337520490337133,-3.137867316729238
40,0.04321351288430527,-3.141602034395438
41,0.04305242361303232,-3.145336752061637
42,0.04289193484265803,-3.149071469727835
43,0.04273204433466372,-3.152806187394033
44,0.0425727498588755,-3.156540905060231
45,0.04241404919343291,-3.160275622726429
46,0.04225594012475812,-3.164010340392627
47,0.04209842044752484,-3.167745058058827
48,0.0419414879646279,-3.171479775725025
49,0.04178514048715224,-3.175214493391223
50,0.04162937583434251,-3.178949211057421
51,0.04147419183357279,-3.182683928723618
52,0.04131958632031602,-3.186418646389818
53,0.04116555713811419,-3.190153364056016
54,0.04101210213854773,-3.193888081722216
55,0.04085921918120621,-3.197622799388414
56,0.04070690613365779,-3.201357517054612
57,0.04055516087141993,-3.205092234720811
58,0.04040398127792975,-3.208826952387009
59,0.04025336524451413,-3.212561670053208
60,0.04010331067036084,-3.216296387719407
61,0.03995381546248879,-3.220031105385605
62,0.03980487753571907,-3.223765823051803
63,0.03965649481264574,-3.227500540718002
64,0.03950866522360696,-3.231235258384201
65,0.03936138670665609,-3.2349699760504
66,0.03921465720753291,-3.238704693716598
67,0.03906847467963495,-3.242439411382796
68,0.03892283708398894,-3.246174129048994
69,0.03877774238922251,-3.249908846715192
70,0.03863318857153555,-3.253643564381391
71,0.03848917361467242,-3.257378282047589
72,0.03834569550989339,-3.261112999713787
73,0.03820275225594687,-3.264847717379986
74,0.03806034185904148,-3.268582435046183
75,0.03791846233281813,-3.272317152712382
76,0.03777711169832245,-3.27605187037858
77,0.03763628798397709,-3.279786588044779
78,0.03749598922555422,-3.283521305710978
79,0.03735621346614828,-3.287256023377176
80,0.03721695875614841,-3.290990741043376
81,0.03707822315321162,-3.294725458709573
82,0.03694000472223524,-3.298460176375771
83,0.03680230153533035,-3.30219489404197
84,0.03666511167179472,-3.305929611708168
85,0.03652843321808596,-3.309664329374367
86,0.03639226426779495,-3.313399047040565
87,0.03625660292161913,-3.317133764706763
88,0.03612144728733612,-3.320868482372962
89,0.03598679547977723,-3.324603200039161
90,0.03585264562080125,-3.328337917705359
91,0.03571899583926822,-3.332072635371558
92,0.03558584427101331,-3.335807353037757
93,0.03545318905882085,-3.339542070703954
94,0.03532102835239837,-3.343276788370153
95,0.03518936030835084,-3.347011506036352
96,0.03505818309015499,-3.35074622370255
97,0.03492749486813364,-3.354480941368749
98,0.03479729381943018,-3.358215659034948
99,0.03466757812798318,-3.361950376701146
100,0.034538345984501,-3.365685094367344
101,0.03440959558643661,-3.369419812033541
102,0.03428132513796237,-3.373154529699741
103,0.03415353284994523,-3.376889247365939
104,0.03402621693992135,-3.380623965032137
105,0.03389937563207158,-3.384358682698336
106,0.03377300715719665,-3.388093400364535
107,0.03364710975269228,-3.391828118030734
108,0.03352168166252492,-3.395562835696933
109,0.03339672113720693,-3.39929755336313
110,0.03327222643377236,-3.403032271029328
111,0.0331481958157526,-3.406766988695527
112,0.03302462755315225,-3.410501706361725
113,0.03290151992242474,-3.414236424027925
114,0.03277887120644871,-3.417971141694122
115,0.03265667969450349,-3.421705859360322
116,0.03253494368224584,-3.425440577026519
117,0.03241366147168565,-3.429175294692718
118,0.03229283137116267,-3.432910012358917
119,0.03217245169532266,-3.436644730025115
120,0.032052520765094,-3.440379447691314
121,0.03193303690766416,-3.444114165357513
122,0.03181399845645658,-3.447848883023711
