time,amplitude,log_abs_amplitude
0,0.05000000000000002,-2.99573227355399
1,0.04991974544453661,-2.997338654202063
2,0.04980764669863481,-2.999586758573485
3,0.04968945652988709,-3.001962510640698
4,0.04957029584574824,-3.00436349872562
5,0.04945117584564752,-3.006769442719931
6,0.04933229442237906,-3.009176353113705
7,0.0492136895871218,-3.01158345054577
8,0.04909536813899274,-3.013990583886243
9,0.04897733082917416,-3.01639772405993
10,0.04885957724709515,-3.018804865521224
11,0.04874210676197283,-3.021212007222453
12,0.04862491870274941,-3.023619148967815
13,0.04850801239216663,-3.026026290721173
14,0.04839138715315122,-3.02843343247595
15,0.04827504230999471,-3.030840574230973
16,0.04815897718856622,-3.033247715986037
17,0.04804319111634724,-3.035654857741108
18,0.04792768342243486,-3.038061999496179
19,0.04781245343753888,-3.040469141251252
20,0.04769750049397838,-3.042876283006325
21,0.04758282392567754,-3.045283424761396
22,0.04746842306816206,-3.047690566516467
23,0.04735429725855498,-3.050097708271539
24,0.04724044583557328,-3.052504850026611
25,0.04712686813952377,-3.054911991781683
26,0.04701356351229931,-3.057319133536756
27,0.04690053129737508,-3.059726275291828
28,0.04678777083980457,-3.0621334170469
29,0.04667528148621607,-3.064540558801972
30,0.04656306258480859,-3.066947700557045
31,0.04645111348534845,-3.069354842312115
32,0.04633943353916494,-3.071761984067188
33,0.04622802209914733,-3.07416912582226
34,0.04611687851974034,-3.076576267577332
35,0.04600600215694105,-3.078983409332404
36,0.04589539236829462,-3.081390551087476
37,0.04578504851289107,-3.083797692842549
38,0.04567496995136123,-3.086204834597621
39,0.04556515604587312,-3.088611976352692
40,0.04545560616012814,-3.091019118107766
41,0.04534631965935782,-3.093426259862837
42,0.04523729591031955,-3.095833401617909
43,0.04512853428129329,-3.098240543372982
44,0.04502003414207788,-3.100647685128052
45,0.04491179486398714,-3.103054826883125
46,0.04480381581984656,-3.105461968638197
47,0.04469609638398952,-3.107869110393269
48,0.04458863593225353,-3.110276252148341
49,0.0444814338419768,-3.112683393903414
50,0.04437448949199477,-3.115090535658485
51,0.04426780226263593,-3.117497677413557
52,0.0441613715357189,-3.119904819168629
53,0.04405519669454845,-3.122311960923701
54,0.04394927712391208,-3.124719102678774
55,0.04384361221007643,-3.127126244433845
56,0.04373820134078359,-3.129533386188918
57,0.04363304390524784,-3.13194052794399
58,0.04352813929415179,-3.134347669699062
59,0.04342348689964306,-3.136754811454134
60,0.04331908611533076,-3.139161953209206
61,0.04321493633628187,-3.141569094964277
62,0.0431110369590176,-3.14397623671935
63,0.04300738738151044,-3.14638337847442
64,0.04290398700317991,-3.148790520229493
65,0.04280083522488979,-3.151197661984565
66,0.04269793144894411,-3.153604803739637
67,0.04259527507908405,-3.156011945494709
68,0.04249286552048431,-3.158419087249781
69,0.04239070217974963,-3.160826229004853
70,0.04228878446491156,-3.163233370759924
71,0.04218711178542461,-3.165640512514997
72,0.04208568355216347,-3.168047654270069
73,0.04198449917741898,-3.170454796025141
74,0.04188355807489508,-3.172861937780213
75,0.04178285965970533,-3.175269079535284
76,0.04168240334836935,-3.177676221290356
77,0.04158218855880969,-3.180083363045429
78,0.04148221471034847,-3.182490504800502
79,0.04138248122370378,-3.184897646555574
80,0.04128298752098638,-3.187304788310647
81,0.04118373302569663,-3.189711930065718
82,0.04108471716272073,-3.19211907182079
83,0.04098593935832769,-3.194526213575862
84,0.0408873990401659,-3.196933355330934
85,0.04078909563725971,-3.199340497086007
86,0.04069102858000655,-3.201747638841079
87,0.04059319730017299,-3.204154780596152
88,0.04049560123089197,-3.206561922351223
89,0.04039823980665914,-3.208969064106296
90,0.04030111246332997,-3.211376205861368
91,0.04020421863811612,-3.213783347616439
92,0.04010755776958241,-3.216190489371511
93,0.04001112929764342,-3.218597631126583
94,0.03991493266356038,-3.221004772881654
95,0.03981896730993783,-3.223411914636726
96,0.03972323268072044,-3.225819056391798
97,0.03962772822118973,-3.228226198146872
98,0.03953245337796105,-3.230633339901943
99,0.03943740759898,-3.233040481657016
100,0.03934259033351962,-3.235447623412088
101,0.03924800103217698,-3.237854765167161
102,0.0391536391468701,-3.240261906922233
103,0.03905950413083461,-3.242669048677305
104,0.03896559543862084,-3.245076190432376
105,0.03887191252609035,-3.247483332187448
106,0.03877845485041307,-3.249890473942521
107,0.03868522187006396,-3.252297615697593
108,0.03859221304482004,-3.254704757452666
109,0.0384994278357571,-3.257111899207737
110,0.03840686570524655,-3.259519040962809
111,0.0383145261169525,-3.261926182717881
112,0.03822240853582849,-3.264333324472954
113,0.03813051242811452,-3.266740466228025
114,0.03803883726133381,-3.269147607983097
115,0.03794738250428975,-3.27155474973817
116,0.03785614762706294,-3.273961891493243
117,0.0377651321010081,-3.276369033248314
118,0.03767433539875076,-3.278776175003386
119,0.03758375699418445,-3.281183316758459
120,0.03749339636246771,-3.28359045851353
121,0.03740325298002078,-3.285997600268602
122,0.03731332632452276,-3.288404742023675
